	pol_Latn	csb_Latn
568	Podgląd stylu	Pòdzérk
569	szczypawka	skórc
570	podmokły	przëmòkri
571	zajmować się	zajimac sã
572	odpowiedni	nôłożen
573	s zrobione	s parôt
574	Serwer faksów jeśli dostępny	Serwera faksów eżlë przistãpnô
575	Martin Aumueller	Martin Aumueller
576	uciecha	ùcecha
577	Opcje testu jednostki	Òptacëjë strëdżi
578	Wyłącz dźwięk	Wëcëszë głosnosc
579	nabywać	nabëwac
580	dwupłatowiec	dwùplatówc
581	Mongolski	Mòngolsczi
582	Nie można połączyć się z KDED.	Ni mòże sparłãczëc sã z KDED
583	przylatywać	przëlatac
584	bestialski	bestialsczi
585	używać	ùżëwac
586	prowadzić	wiesc
587	kieliszek	czeliszeczk
588	Starszy plik o nazwie już istnieje.	Stôrszi lopk ò mionie ju òbstoji.
589	Początek zgrywania.	Zôczątk zgrëwaniô.
590	Argumenty	Argùmentë
591	beczkarnia	beczkarniô
592	gołoledź	slizgówka
593	zgryzota	jadłoba
594	Ocean Atlantycki Reykjavik	Atlantëcczi Òcean Reykjavik
595	anonsować	ogłaszac
596	napuszczać	napùszczac
597	Thu al Qi'dah	Thu al Qi'dah
598	odwodzić	òdwòdzëc
599	Kaszebisko	Kaszëbiszcze
600	balerina	balerina
601	ulubiony	lubòtny
602	Proszę wpisać tu swoje imię i nazwisko za pomocą znaków używanych w języku angielskim label textbox	Proszã pò anielskù wpisac miono ë nôzwëskò label textbox
603	kupa	kòpa
604	bezsłoneczny	bezsłuńcowi
605	pomordować	pòmòrdowac
606	kabłaczek	pałążk
607	Skontaktuj się przez Jabbera	Kòntaktëjë na Jabberze
608	wieża	torma
609	lilia biała	lelijô
610	naczynie	statk
611	definiować	definiowac
612	Pojawił sie błąd podczas rozmowy z ssh.	Felô òbczas gôdczi z ssh.
613	Użyj słowa poniżej	Brëkùjë słowa niżi
614	Strona sieci Web element interfejsu	Interfejs sécë Web
615	zaśpiewać kogoś na śmierć	ùspiewac
616	fuzja	zrzeszenié
617	żeglarski	żeglarsczi
618	bogactwo	bògactwò
619	zabić	zadélowac
620	łowiec	pòlownik
621	Momentami śnieg lub krupy śnieżneweather forecast	weather forecast
622	racjonalnie	racjonalno
623	pałajacy	sëjający
624	Dane jednostki info notes to translation unit which expire when the catalog is closed	info notes to translation unit which expire when the catalog is closed
625	Nastąpiła konwersja danych Nepomuka do nowego formatu przechowywania	Ùdałé kònwertowóné pòdôwków Nepomùka do nowégò fòrmôtu zôpisu
626	Możliwy deszcz lub mżawkaweather forecast	weather forecast
627	Opcja drukarki	Òptacëje drëkëra
628	garncarsczi	zduńsczi
629	Nieznana operacja. info shell is cmdoption name	Nieznónô òptacëjô . info shell is cmdoption name
630	bogacenie się	bògacenié sã
631	żałuje	żałuje
632	czeladka	czelôdka
633	zbrukać	zabrëdzëc
634	system operacyjny	òperacjowô systema
635	ależ	kò
636	dramaturg	dramaturg
637	szargać	klutac
638	bezskuteczność	bezzwënéga
639	pomocować się	pòbiôtkòwac sã
640	spotkać się	zéńc sã
641	afiszować się	chwalëc sã
642	wypracować	wërobic
643	doprowadzenie	doprowadzenié
644	mechanoskopijny	mechanoskòpijny
645	żydzić	żëdzec
646	głównie	głównie
647	przystawiać	przëkładac
648	Podwietl uchwyty pasków przesuwu	Pòdskrzëni chwëtë listwë przesuwù
649	dukacik	dëkôcëk
650	zobaczyć	òbôczëc
651	cudownie	cëdownie
652	podrzeć	pòdrzéc
653	akt	akt
654	boom	boom
655	okrecać	òkrãcac
656	Gruzja	Grëzëjô
657	Ulubione	Ùlëbnicë
658	guzdrać się	wëgniatac sã
659	MW jednokierunkowy	MW jednoczérënkòwi
660	Szyling austriacki	Aùstrëjacczi Sziling
661	godziwy	gòdzëwi
662	"Możesz użyć standardowego dzwonka z PC speakera lub bardziej zaawansowanego powiadamiania systemowego patrz ""Powiadamianie systemowe,"" zdarzenie ""Coś specjalnego stało się w programie."""	"Mòżesz brëkòwac sztandardowegò zwónka PC speaker abò barżi awansowónegò systemòwegò dôwaniô wiédzë zdrzë ""Systemòwé dôwanié wiédzë,"" mòdul kòntrolë dlô ""Cos szpecjalnegò stało sã w programie."""
663	prosię	pôrsã
664	Ocean Indyjski Komory	Indijsczi Òcean Komòrë
665	To spowoduje usunięcie wybranego motywu z dysku.	Rëmô wëbróną témã z twòjegò diskù.
666	ogniomistrz	péroméster
667	okrążenie	òkrążenié
668	wątło	mer
669	makaroniczny	makaroniczny
670	teresa	trézka
671	Microsoft AVI Video	Microsoft AVI Video
672	purpurowy	pùrpùrny
673	gość nieproszony	wcësniélc
674	schronić się	schronic sã
675	capać	łapsac
676	Pokaż tekst na ikonach paska narzędzi	Wëskrzëniô tekstë na ikònach listwë nôrzãdzów
677	Tu można wybrać domyślny program pocztowy. Wszystkie programy KDE, które korzystają z poczty, powinny używać tego ustawienia. BARstandard desktop component	Tuwò mòżne wëbrac domëslną pòcztową programã. Wszëtczé programë KDE, w jaczich brëkùje sã z lënkòw, mùszôłëbë ùżëwac tegò ùstôwù. BARstandard desktop component
678	złe	òmana
679	pobożny	pòbòżny
680	dokonanie	wëkònanié
681	żarłocznie	chmòlno
682	dopukać się	doklepac sã
683	stromy	przidkji
684	bałamutnie	w spòsób mãtny
685	szczotka	szczotka
686	Nowy obraz	Òbrôzk
687	Pulpit, na którym ma pojawić się okno	Pùlt, na chtërnëm mô so zjôwic òkno
688	Ameryka Buenos Aires	Amerika Buenos Aires
689	Azja Bejrut	Azëjô Bejrut
690	swawolić	tarachòwac
691	Przesunięcie X	Przesëniãcé X
692	kabza	miészk
693	oczajdusza	tarach
694	bardzo	mòckò
695	Przykładowy motyw oparty na motywie Air.	Przëmiôrowi wëzdrzatk òpiarti na témie Air
696	kawaleria	kawaleriô
697	Zmienianie przypisów	Zmianë bôczënków
698	odciąć	òdcyc
699	konający	kònający
700	łzowy	łzowi
701	paca duża	kardecza
702	odtąd	òd teraza
703	uleźć	ùlezc
704	chodź	pochadej
705	wykładowca	wëkładowca
706	"Można tu wskazać, co zrobi menedżer plików Konqueror, kiedy kliknie się na pliku tego typu. Konqueror może wyświetlić zawartość pliku w osadzonej przeglądarce we własnym oknie lub uruchomić odrębny program. Jeśli włączysz opcję ""Używaj ustawień dla grupy"" wtedy Konqueror będzie się zachowywał stosownie do ustawień dla grupy, do której należy bieżący typ pliku np. grupy obrazek dla plików typu png. Dolphin zawsze pokazuje pliki w oddzielnej przeglądarce."	"Tuwò mòże wskôzac, co zrobi menadżera lopków Konqueror, jak klëknie sã na lopk tegò ôrtu. Konqueror mòże wëskrzënic zamkłosc lopka w òbsadzonym przezérnikù w swòjim òknie abò zrëszëc apartną programã. Eżlë zrëszisz òptacëjã ""Brëkùjë nastôwów dlô karna"" to Konqueror bãdze sã trzëmôł stosowno do nastôwów dlô karna, do jaczégò przënôlégô biéżny ôrt lopka np. do karna òbrôzk dlô lopków ôrtu png. Dolphin wëskrzëniô lopczi wiedno w aprtnym òknie."
707	świtezianka	świtka
708	lekkie opady śnieguweather forecast	weather forecast
709	polak	pòlak
710	żartować	pãktowac
711	dziwaczyć	cëdaczëc
712	poruszyć	wërëszëc
713	zanadrze	zanadrzé
714	wyłgać	wëłgac
715	czarownica	cota
716	Normalne intable	Zwëczajno intable
717	Kalaallisut	Kalaallisut
718	Azja Krasnojarsk	Azëjô Krasnojarsk
719	Możliwe opady śniegu z zamarzającym deszczemweather forecast	weather forecast
720	drzemać	drzémac
721	Według koloru	Farwë
722	Osadzony zaawansowany edytor tekstu	Òbsôdzony awansowóny editora tekstu
723	torebka	hantasza
724	zameldować	zameldowac
725	http news. google. com news? q=\\\\ {} ie=UTF oe=UTF	http news. google. com news? q=\\\\ {} ie=UTF oe=UTF
726	stalownia	stôlnica
727	plucie	plëwanié
728	prześcignąc	przescygnąc
729	Norweski Nynorsk	Norwesczi Nynorsk
730	dysharmonia	disharmóniô
731	deklamacyjny	deklamacyjny
732	analiza	rozkłôdanié
733	zabawić	zabawic
734	eksportowany	ekspòrtowóny
735	Bez rozpraszania kwadratowego	Felënk kwadratowégò roznëkòwania
736	skrawek	skrôw
737	przypaść	przëpasc
738	wykazywać	wëkazowac
739	antypolonizm	antipòlonizm
740	Gniazda UNIX specyficzne dla użytkownika i komputera	Gniôzda UNIX òsoblewi dlô kòmpùtra ë brëkòwnika
741	niezdraność	łabasowatosc
742	Kilka ulew lub ulew deszczowychweather forecast	weather forecast
743	bajarka	gawędziarka
744	oścień	bòdôrz
745	czerwca	czerwińca
746	błyskotliwy	błëskòtlëwi
747	ulubieniec	lëbiszk
748	poić	pòjic
749	Sekwencja	Sekwencëjô
750	Pojemnik u góry	Zabiérnik u góry
751	święta ruchome	rëszné swiãta
752	nowość	nowòsc
753	Wybrano dziesiąty pulpit	Wëbróny wirtualny pùlt
754	borowina	bòrowina
755	sadzić	sadzëc
756	rodzina w znaczeniu szerszym	familiô
757	augustyn	augùstin
758	kopulować	pënkòwac
759	bezrolny	bezrolny
760	stać za długo	przestojec sã
761	rybna zupa	ribiónka
762	imigracja	jimigracjô
763	Program wiersza poleceń używany do testowania modułów KUnitTest.	Programa reżczi pòletów brëkòwónô do testowaniô mòdułów KUnitTest.
764	Nie powiodło się zamontowanie udziału z komputera przez użytkownika .	Nie darzëło sã zamòntowanié dostónkù z kòmpùtra przez brëkòwnika .
765	narzeczony	mjirza
766	PauIndian	PauIndian
767	żłopać	żgrzéc
768	strzec	òpasowac
769	wykopywać	wëkòpòwac
770	łabędziatko	kôłpiã
771	batat	słodkawé bùlwë
772	arietta	môłô ariô
773	contra	procëm
774	manowce	bezdrożëszcza
775	Marcinowy	Môrcënów
776	zazdrosny	zazdrostny
777	z przetworzone	z parôt
778	Filtry	Filtrë
779	Senegal	Senegal
780	dżdżysty	lãksny
781	bolący	bòlący
782	przy	wele
783	małżeński	małżeńsczi
784	dryg	drig
785	ukroić tępym narzędziem	ùżuchòlëc
786	dementować	dementowac
787	błyskać	błëskac
788	żarzący	żôlący
789	krasnoludek	drobné
790	Obraz jest za duży, aby mógł zostać zapisany jako ICO	Òbrôz je za wiôldżi, żebë móc zapisac gò jakò ICO
791	Nazwa ikony do wyszukania	Miono ikònë do szëkbë
792	Użyj pośrednika, by przyspieszyć połączenie z Internetem.	Brëkùjë pòstrzédnika, bë przërëchlëc łączbã z Internetã.
793	Dane wyjściowe w UTF zamiast w kodowaniu lokalnym	Wińdzeniowi pòdôwczi w kòdowaniu UTF w môl môlowégò kòdowaniô
794	Tekst głównego paska narzędzi	Tekst przédny listwë nôrzãdzów
795	uderzyć	trzasnąc
796	Maksymilian	Maksymilión
797	aranż	ùkłôd
798	Krupy śnieżne, deszczweather condition	weather condition
799	nadjeżdżać	nadjéżdżac
800	Europa Wilno	Eùropa Wilno
801	karetka	karétka
802	zmarnotrawić	przetranowic
803	Nick Shaforostoff	Nick Shaforostoff
804	samolot	fliger
805	archidiecezja	arcybiskùpstwò
806	materyzować	stórzëc sã
807	deszczomierz	deszczomiérz
808	kałuża	kalëszcze
809	parafować	pòdpisowac
810	kraina	krajina
811	Dodawanie	Dodôwanié
812	dokładny	akùrôtny
813	anegdotyczny	smiészny
814	brukiew	kriczka
815	osuszyć	òsëszac
816	talarek	krążk
817	Jednostka dupleksowa do druku obustronnego	Dupleksowô jednota do dwastarnowégò drëkù
818	Bufor Moduł pozwala na konfigurację ustawień bufora cache. Bufor jest wewnętrzną pamięcią podręczną Konquerora, gdzie zapisywane są ostatnio czytane strony. Przy próbie ponownego pobrania takiej strony nie będzie ona ściągana przez sieć, ale pobrana z tego bufora, co jest znacznie szybsze.	Pòdrãcznô pamiãc Mòdul zezwôlô na kònfigùracëjã nastôwów pòdrãczny pamiãce cache. Cache je bënową pòdrãczną pamiãcą Konquerora, dze zapisëwóné są slédno czrtóné starnë. Przë próbie zladrnkù znowa taczi starnë nie bãdze òna zladowónô przez séc, le wzãtô z tegò bùfora, co je chùtczéjszé.
819	druciany	drëcany
820	przewlec się	przewlakac sã
821	Strona wczytana.	Starna wladowónô.
822	usiąść	ùsadnąc
823	jedynka	jedinka
824	spotkać się	spòtkac sã
825	więc	ninia
826	dziwak	cëdôk
827	ziemniaczane nasionko	krëlka
828	Legal	Legal
829	ceres	ceres
830	majątkowy	majątkòwi
831	Możemy skontaktować się z Tobą w przyszłości w celu poproszenia o dalsze informacje. Tak jak my musimy śledzić raporty o błędach, Ty musisz posiadać konto w systemie śledzenia błędów KDE. Jeśli takiego konta nie masz, możesz je stworzyć tutaj info	Mòżé bãdzemë chcelë w przińdnoce spëtac ce ò wicy wëdowiédzë. Tak jak më muszimë szlachòwac rapòrtë ò felach, të chcąc pòmóc mùsziszmiec kònto w systemie szlachòwaniô felów KDE. Jeżlë taczegò kònta jesz ni môsz, to mòżesz je ùsôdzëc tuwò info
832	Izabela	Jizabela
833	przejeść	przejadać
834	burleskowy	bùrleskòwi
835	jajo	jajëszcze
836	zatrzymać się	ùtarknąc
837	dyplomówka	prôcô diplomòwô
838	orzesznik	orzechòwina
839	wyspa	òstrów
840	dopiekać się	dopiekac sã
841	Częściowa	Dzélama
842	Bartosz	Bartosz
843	pektyna	pektina
844	obkopać	òbkòpac
845	Słowniczek projektu label textbox	label textbox
846	czego	czegò
847	ławniczy	ławniczi
848	zmęczyć się	zmarachòwac sã
849	przyjacielski	drëszny
850	dołem	dołã
851	przystawiać	przëstawiac
852	przeegzaminować	przeegzaminowac
853	snopek	lopk
854	żniwa	żniwa
855	mama	nënka
856	Kraj region i język	Kraj dzél kraju ë jãzëk
857	zamalować	zamalowac
858	olbrzym	stolëm
859	integrować	całkować
860	albinizm	albinizm
861	kursomierz	kùrsomiérz
862	uroczysty	ùroczësti
863	stróż	aùsknecht
864	zarząd	zarząd
865	niepodejrzliwy	niepòderzlëwi
866	Zainstaluj	Instalëjë
867	afera	pòpełnioné colemało przez karno lëdzy
868	kapelan	ksądz
869	ślimak	smôrszcz
870	papierówka	papiórówka
871	Szczodre Gody	Gòdë
872	członkować	kawałkòwac
873	Uzbecki cyrlica	Ùzbecczi cërëlica
874	Serbia	Serbskô
875	bumelować	nic nie robic
876	magistracki	magistracczi
877	Hanusiny	Nuszczin
878	nauczyciel	ùczëcél
879	ekspedytor	wëséłôcz
880	przełamywać się	przełamiac sã
881	uścielać	ùscelac
882	cybuch	cybùch
883	Czcionka, którą wyświetlany jest tekst o stałej szerokości nie proporcjonalny.	Fònt, jaczi wëskrzëniwô tekst ò stałi szérzë niépropòrcjonalno.
884	Środowisko pulpitu przypominające CDE	Òkrãże pùltu szlachùjące za CDE
885	niewdzięcznica	niewdzëcznica
886	StpNasycenie	StpNasëcenié
887	zbawić	zbawic
888	szaleństwo	blesnosc
889	grafini	grafinô
890	"Amarok nie mógł znaleźć wtyczek kolekcji. Prawdopodobne jest, że Amarok został zainstalowany ze złym fiksem; proszę naprawić swoją instalację poprzez $cd sciezka do kodu zrodlowego amaroka $su c ""make uninstall"" $cmake DCMAKE INSTALL PREFIX='kde config fix' su c ""make install"" $kbuildsycoca noincremental $amarok Więcej informacji można znaleźć w pliku README. Aby uzyskać więcej pomocy dołącz do nas na # amarok na irc. freenode. net."	"Amarok ni mógł nalezc wtëkaczów kòlekcëji. Mòże bëc, że Amarok òstôł zajinstalowónyz lëchim fiksã; proszã pòprawic swòją jinstalacëjã przez $cd path to amarok source code $su c ""make uninstall"" $cmake DCMAKE INSTALL PREFIX='kde config fix' su c ""make install"" $kbuildsycoca noincremental $amarok Wicy wëdowiédzë mòże nalezc w lopkù README. Abë zwëskac wicy pòmòcë przëłączë sã do naji na # amarok na irc. freenode. net."
891	ladaco	przegrzecha
892	napęd	nanëk
893	pełność	wëpełnienié
894	Tylko gry mające rozwiązanieNAME OF TRANSLATORS	Bùdacëjô rozrzeszólnëch grówNAME OF TRANSLATORS
895	polować	jachtowac
896	PesCoptic	PesCoptic
897	Otwórz menedżer plików	Òtemkni menadżerã lopków
898	odlecieć	òdlecec
899	Emulator terminala	Emùlatora terminala
900	niezdrowy	niezdrowi
901	Instalator	Instalownik
902	ostrożność	òstróżnosc
903	Nie dodawaj	Nie dodôwôj
904	Zmiana rozmiaru i orientacji	Zmiana miarë i òrientacëji
905	jednakże	jednak
906	nadymać się	srożëc sã
907	dowlec	dowléc
908	rozżarzać się	żalac sã
909	społeczeństwo	spòlëzna
910	czarnoziem	czôrno zemia
911	Nie można wczytać pliku dźwiękowego	Ni mòże wladowac lopkù aùdio
912	ekspedientka	przedôwôczka
913	Zaokrąglone rogi	Zaòkrągloné nórtë
914	Wybierz wyświetlaną czcionkę	Wëbiérzë wëskrzëniwóny fònt
915	powolność	zgniłosc
916	wytrwać	wëbëc
917	przemawiać	przemawiac
918	demonstracja	demónstracjô
919	ciężko	cãżkò
920	biologia	biologiô
921	arpeggio	grającë akòrd z dołu do górë
922	Nie można uruchomić Pulpitu semantycznego Nepomuka	Semanticznô systema pùltu Nepomùka nié mòże bëc zrëszonô
923	trzydzieści	trzëdzescë
924	żartować	żartowac
925	Odwołaj okno	Òdwòłôj òkno
926	Brak podglądu	Felëje pòdzérk
927	spłukać	spłóknąc
928	burczeć	bùrczec
929	Przez telefon	Przez telefón
930	Obsługa suwaka	Miara
931	wić	wic
932	stadny	karwinowi
933	awantura	rebeliô
934	kusiciel	kùsëcél
935	załazić	załażac
936	Informacje o MPGeneric	Wëdowiédzô ò MPGeneric
937	poeta	piesniodzeja
938	strata czasu	zmùda
939	Plik do edycji	Lopk do edicëji
940	odłączyć się	òdłãczëc sã
941	dorachować się	dorechòwac sã
942	Tworzenie pary rdzeń przyrostek spoza słownika option check	Ùsôdzë dërżéń sufiks z bùtna słowarza option check
943	Informacje o systemie	Wëdowiédzô ò systemie
944	Afryka Porto Novo	Afrika Porto Novo
945	dezerter	dezerter
946	słabnąć	słabiec
947	Maszynowa Font name	Monospace Font name
948	dąsać się	mùrzac sã
949	drobnicowiec	drobnicówc
950	Konfiguracja powiadomień	Kònfigùracëjô kòlekcëji
951	Gnome WidzęCie ICU Generic	ICU widzã ce Generic
952	arogant	dërniôk
953	Kouji nabotCoptic	Kouji nabotCoptic
954	PGM	PGM
955	Skrypty CGI CGI KIO pozwala na lokalne uruchomienie lokalnych skryptów CGI bez konieczności uruchamiania serwera WWW. W module tym można skonfigurować ścieżkę poszukiwania skryptów CGI. NAME OF TRANSLATORS	Skriptë CGI CGI KIO zezwôlô na môlowé zrëszanié môlowëch skriptów CGI bez mùszebnotë zrëszaniô serwerë WWW. W tim mòdule mòże skònfigùrowac stegnã szëkbë skriptów CGI. NAME OF TRANSLATORS
956	przepędzić	przepãdzëc
957	AutorNAME OF TRANSLATORS	ÙsôdzcaNAME OF TRANSLATORS
958	Symeon	Syméón
959	pastwić się	wëżiwac sã
960	Wg uprawnień Sort	Prawama Sort
961	komponowanie	kómpònowanié
962	Wszystkie albumy	Wszëtczé albùmë
963	do okręgu miejskiego należące	zamieszczé
964	Pismo Braille aKCharselect unicode block name	Pismiono Braille aKCharselect unicode block name
965	czerparka	nabiérnica
966	Przetwarzam arkusz stylów	Przerabianié bòdżi sztélów
967	baja	bôj
968	menzura	menzura
969	przejmować gorączką i dreszczami	ògrażac
970	marsowaty	grozny
971	babciny	óminy
972	mielone ziarno	młoté zôrno
973	Błąd odczytu z PTY	Fela òbczas czëtaniô z PTY
