	pol_Latn	csb_Latn
568	Pòdzérk	Podgląd stylu
569	skórc	szczypawka
570	przëmòkri	podmokły
571	zajimac sã	zajmować się
572	nôłożen	odpowiedni
573	s parôt	s zrobione
574	Serwera faksów eżlë przistãpnô	Serwer faksów jeśli dostępny
575	Martin Aumueller	Martin Aumueller
576	ùcecha	uciecha
577	Òptacëjë strëdżi	Opcje testu jednostki
578	Wëcëszë głosnosc	Wyłącz dźwięk
579	nabëwac	nabywać
580	dwùplatówc	dwupłatowiec
581	Mòngolsczi	Mongolski
582	Ni mòże sparłãczëc sã z KDED	Nie można połączyć się z KDED.
583	przëlatac	przylatywać
584	bestialsczi	bestialski
585	ùżëwac	używać
586	wiesc	prowadzić
587	czeliszeczk	kieliszek
588	Stôrszi lopk ò mionie ju òbstoji.	Starszy plik o nazwie już istnieje.
589	Zôczątk zgrëwaniô.	Początek zgrywania.
590	Argùmentë	Argumenty
591	beczkarniô	beczkarnia
592	slizgówka	gołoledź
593	jadłoba	zgryzota
594	Atlantëcczi Òcean Reykjavik	Ocean Atlantycki Reykjavik
595	ogłaszac	anonsować
596	napùszczac	napuszczać
597	Thu al Qi'dah	Thu al Qi'dah
598	òdwòdzëc	odwodzić
599	Kaszëbiszcze	Kaszebisko
600	balerina	balerina
601	lubòtny	ulubiony
602	Proszã pò anielskù wpisac miono ë nôzwëskò label textbox	Proszę wpisać tu swoje imię i nazwisko za pomocą znaków używanych w języku angielskim label textbox
603	kòpa	kupa
604	bezsłuńcowi	bezsłoneczny
605	pòmòrdowac	pomordować
606	pałążk	kabłaczek
607	Kòntaktëjë na Jabberze	Skontaktuj się przez Jabbera
608	torma	wieża
609	lelijô	lilia biała
610	statk	naczynie
611	definiowac	definiować
612	Felô òbczas gôdczi z ssh.	Pojawił sie błąd podczas rozmowy z ssh.
613	Brëkùjë słowa niżi	Użyj słowa poniżej
614	Interfejs sécë Web	Strona sieci Web element interfejsu
615	ùspiewac	zaśpiewać kogoś na śmierć
616	zrzeszenié	fuzja
617	żeglarsczi	żeglarski
618	bògactwò	bogactwo
619	zadélowac	zabić
620	pòlownik	łowiec
621	weather forecast	Momentami śnieg lub krupy śnieżneweather forecast
622	racjonalno	racjonalnie
623	sëjający	pałajacy
624	info notes to translation unit which expire when the catalog is closed	Dane jednostki info notes to translation unit which expire when the catalog is closed
625	Ùdałé kònwertowóné pòdôwków Nepomùka do nowégò fòrmôtu zôpisu	Nastąpiła konwersja danych Nepomuka do nowego formatu przechowywania
626	weather forecast	Możliwy deszcz lub mżawkaweather forecast
627	Òptacëje drëkëra	Opcja drukarki
628	zduńsczi	garncarsczi
629	Nieznónô òptacëjô . info shell is cmdoption name	Nieznana operacja. info shell is cmdoption name
630	bògacenié sã	bogacenie się
631	żałuje	żałuje
632	czelôdka	czeladka
633	zabrëdzëc	zbrukać
634	òperacjowô systema	system operacyjny
635	kò	ależ
636	dramaturg	dramaturg
637	klutac	szargać
638	bezzwënéga	bezskuteczność
639	pòbiôtkòwac sã	pomocować się
640	zéńc sã	spotkać się
641	chwalëc sã	afiszować się
642	wërobic	wypracować
643	doprowadzenié	doprowadzenie
644	mechanoskòpijny	mechanoskopijny
645	żëdzec	żydzić
646	głównie	głównie
647	przëkładac	przystawiać
648	Pòdskrzëni chwëtë listwë przesuwù	Podwietl uchwyty pasków przesuwu
649	dëkôcëk	dukacik
650	òbôczëc	zobaczyć
651	cëdownie	cudownie
652	pòdrzéc	podrzeć
653	akt	akt
654	boom	boom
655	òkrãcac	okrecać
656	Grëzëjô	Gruzja
657	Ùlëbnicë	Ulubione
658	wëgniatac sã	guzdrać się
659	MW jednoczérënkòwi	MW jednokierunkowy
660	Aùstrëjacczi Sziling	Szyling austriacki
661	gòdzëwi	godziwy
662	"Mòżesz brëkòwac sztandardowegò zwónka PC speaker abò barżi awansowónegò systemòwegò dôwaniô wiédzë zdrzë ""Systemòwé dôwanié wiédzë,"" mòdul kòntrolë dlô ""Cos szpecjalnegò stało sã w programie."""	"Możesz użyć standardowego dzwonka z PC speakera lub bardziej zaawansowanego powiadamiania systemowego patrz ""Powiadamianie systemowe,"" zdarzenie ""Coś specjalnego stało się w programie."""
663	pôrsã	prosię
664	Indijsczi Òcean Komòrë	Ocean Indyjski Komory
665	Rëmô wëbróną témã z twòjegò diskù.	To spowoduje usunięcie wybranego motywu z dysku.
666	péroméster	ogniomistrz
667	òkrążenié	okrążenie
668	mer	wątło
669	makaroniczny	makaroniczny
670	trézka	teresa
671	Microsoft AVI Video	Microsoft AVI Video
672	pùrpùrny	purpurowy
673	wcësniélc	gość nieproszony
674	schronic sã	schronić się
675	łapsac	capać
676	Wëskrzëniô tekstë na ikònach listwë nôrzãdzów	Pokaż tekst na ikonach paska narzędzi
677	Tuwò mòżne wëbrac domëslną pòcztową programã. Wszëtczé programë KDE, w jaczich brëkùje sã z lënkòw, mùszôłëbë ùżëwac tegò ùstôwù. BARstandard desktop component	Tu można wybrać domyślny program pocztowy. Wszystkie programy KDE, które korzystają z poczty, powinny używać tego ustawienia. BARstandard desktop component
678	òmana	złe
679	pòbòżny	pobożny
680	wëkònanié	dokonanie
681	chmòlno	żarłocznie
682	doklepac sã	dopukać się
683	przidkji	stromy
684	w spòsób mãtny	bałamutnie
685	szczotka	szczotka
686	Òbrôzk	Nowy obraz
687	Pùlt, na chtërnëm mô so zjôwic òkno	Pulpit, na którym ma pojawić się okno
688	Amerika Buenos Aires	Ameryka Buenos Aires
689	Azëjô Bejrut	Azja Bejrut
690	tarachòwac	swawolić
691	Przesëniãcé X	Przesunięcie X
692	miészk	kabza
693	tarach	oczajdusza
694	mòckò	bardzo
695	Przëmiôrowi wëzdrzatk òpiarti na témie Air	Przykładowy motyw oparty na motywie Air.
696	kawaleriô	kawaleria
697	Zmianë bôczënków	Zmienianie przypisów
698	òdcyc	odciąć
699	kònający	konający
700	łzowi	łzowy
701	kardecza	paca duża
702	òd teraza	odtąd
703	ùlezc	uleźć
704	pochadej	chodź
705	wëkładowca	wykładowca
706	"Tuwò mòże wskôzac, co zrobi menadżera lopków Konqueror, jak klëknie sã na lopk tegò ôrtu. Konqueror mòże wëskrzënic zamkłosc lopka w òbsadzonym przezérnikù w swòjim òknie abò zrëszëc apartną programã. Eżlë zrëszisz òptacëjã ""Brëkùjë nastôwów dlô karna"" to Konqueror bãdze sã trzëmôł stosowno do nastôwów dlô karna, do jaczégò przënôlégô biéżny ôrt lopka np. do karna òbrôzk dlô lopków ôrtu png. Dolphin wëskrzëniô lopczi wiedno w aprtnym òknie."	"Można tu wskazać, co zrobi menedżer plików Konqueror, kiedy kliknie się na pliku tego typu. Konqueror może wyświetlić zawartość pliku w osadzonej przeglądarce we własnym oknie lub uruchomić odrębny program. Jeśli włączysz opcję ""Używaj ustawień dla grupy"" wtedy Konqueror będzie się zachowywał stosownie do ustawień dla grupy, do której należy bieżący typ pliku np. grupy obrazek dla plików typu png. Dolphin zawsze pokazuje pliki w oddzielnej przeglądarce."
707	świtka	świtezianka
708	weather forecast	lekkie opady śnieguweather forecast
709	pòlak	polak
710	pãktowac	żartować
711	cëdaczëc	dziwaczyć
712	wërëszëc	poruszyć
713	zanadrzé	zanadrze
714	wëłgac	wyłgać
715	cota	czarownica
716	Zwëczajno intable	Normalne intable
717	Kalaallisut	Kalaallisut
718	Azëjô Krasnojarsk	Azja Krasnojarsk
719	weather forecast	Możliwe opady śniegu z zamarzającym deszczemweather forecast
720	drzémac	drzemać
721	Farwë	Według koloru
722	Òbsôdzony awansowóny editora tekstu	Osadzony zaawansowany edytor tekstu
723	hantasza	torebka
724	zameldowac	zameldować
725	http news. google. com news? q=\\\\ {} ie=UTF oe=UTF	http news. google. com news? q=\\\\ {} ie=UTF oe=UTF
726	stôlnica	stalownia
727	plëwanié	plucie
728	przescygnąc	prześcignąc
729	Norwesczi Nynorsk	Norweski Nynorsk
730	disharmóniô	dysharmonia
731	deklamacyjny	deklamacyjny
732	rozkłôdanié	analiza
733	zabawic	zabawić
734	ekspòrtowóny	eksportowany
735	Felënk kwadratowégò roznëkòwania	Bez rozpraszania kwadratowego
736	skrôw	skrawek
737	przëpasc	przypaść
738	wëkazowac	wykazywać
739	antipòlonizm	antypolonizm
740	Gniôzda UNIX òsoblewi dlô kòmpùtra ë brëkòwnika	Gniazda UNIX specyficzne dla użytkownika i komputera
741	łabasowatosc	niezdraność
742	weather forecast	Kilka ulew lub ulew deszczowychweather forecast
743	gawędziarka	bajarka
744	bòdôrz	oścień
745	czerwińca	czerwca
746	błëskòtlëwi	błyskotliwy
747	lëbiszk	ulubieniec
748	pòjic	poić
749	Sekwencëjô	Sekwencja
750	Zabiérnik u góry	Pojemnik u góry
751	rëszné swiãta	święta ruchome
752	nowòsc	nowość
753	Wëbróny wirtualny pùlt	Wybrano dziesiąty pulpit
754	bòrowina	borowina
755	sadzëc	sadzić
756	familiô	rodzina w znaczeniu szerszym
757	augùstin	augustyn
758	pënkòwac	kopulować
759	bezrolny	bezrolny
760	przestojec sã	stać za długo
761	ribiónka	rybna zupa
762	jimigracjô	imigracja
763	Programa reżczi pòletów brëkòwónô do testowaniô mòdułów KUnitTest.	Program wiersza poleceń używany do testowania modułów KUnitTest.
764	Nie darzëło sã zamòntowanié dostónkù z kòmpùtra przez brëkòwnika .	Nie powiodło się zamontowanie udziału z komputera przez użytkownika .
765	mjirza	narzeczony
766	PauIndian	PauIndian
767	żgrzéc	żłopać
768	òpasowac	strzec
769	wëkòpòwac	wykopywać
770	kôłpiã	łabędziatko
771	słodkawé bùlwë	batat
772	môłô ariô	arietta
773	procëm	contra
774	bezdrożëszcza	manowce
775	Môrcënów	Marcinowy
776	zazdrostny	zazdrosny
777	z parôt	z przetworzone
778	Filtrë	Filtry
779	Senegal	Senegal
780	lãksny	dżdżysty
781	bòlący	bolący
782	wele	przy
783	małżeńsczi	małżeński
784	drig	dryg
785	ùżuchòlëc	ukroić tępym narzędziem
786	dementowac	dementować
787	błëskac	błyskać
788	żôlący	żarzący
789	drobné	krasnoludek
790	Òbrôz je za wiôldżi, żebë móc zapisac gò jakò ICO	Obraz jest za duży, aby mógł zostać zapisany jako ICO
791	Miono ikònë do szëkbë	Nazwa ikony do wyszukania
792	Brëkùjë pòstrzédnika, bë przërëchlëc łączbã z Internetã.	Użyj pośrednika, by przyspieszyć połączenie z Internetem.
793	Wińdzeniowi pòdôwczi w kòdowaniu UTF w môl môlowégò kòdowaniô	Dane wyjściowe w UTF zamiast w kodowaniu lokalnym
794	Tekst przédny listwë nôrzãdzów	Tekst głównego paska narzędzi
795	trzasnąc	uderzyć
796	Maksymilión	Maksymilian
797	ùkłôd	aranż
798	weather condition	Krupy śnieżne, deszczweather condition
799	nadjéżdżac	nadjeżdżać
800	Eùropa Wilno	Europa Wilno
801	karétka	karetka
802	przetranowic	zmarnotrawić
803	Nick Shaforostoff	Nick Shaforostoff
804	fliger	samolot
805	arcybiskùpstwò	archidiecezja
806	stórzëc sã	materyzować
807	deszczomiérz	deszczomierz
808	kalëszcze	kałuża
809	pòdpisowac	parafować
810	krajina	kraina
811	Dodôwanié	Dodawanie
812	akùrôtny	dokładny
813	smiészny	anegdotyczny
814	kriczka	brukiew
815	òsëszac	osuszyć
816	krążk	talarek
817	Dupleksowô jednota do dwastarnowégò drëkù	Jednostka dupleksowa do druku obustronnego
818	Pòdrãcznô pamiãc Mòdul zezwôlô na kònfigùracëjã nastôwów pòdrãczny pamiãce cache. Cache je bënową pòdrãczną pamiãcą Konquerora, dze zapisëwóné są slédno czrtóné starnë. Przë próbie zladrnkù znowa taczi starnë nie bãdze òna zladowónô przez séc, le wzãtô z tegò bùfora, co je chùtczéjszé.	Bufor Moduł pozwala na konfigurację ustawień bufora cache. Bufor jest wewnętrzną pamięcią podręczną Konquerora, gdzie zapisywane są ostatnio czytane strony. Przy próbie ponownego pobrania takiej strony nie będzie ona ściągana przez sieć, ale pobrana z tego bufora, co jest znacznie szybsze.
819	drëcany	druciany
820	przewlakac sã	przewlec się
821	Starna wladowónô.	Strona wczytana.
822	ùsadnąc	usiąść
823	jedinka	jedynka
824	spòtkac sã	spotkać się
825	ninia	więc
826	cëdôk	dziwak
827	krëlka	ziemniaczane nasionko
828	Legal	Legal
829	ceres	ceres
830	majątkòwi	majątkowy
831	Mòżé bãdzemë chcelë w przińdnoce spëtac ce ò wicy wëdowiédzë. Tak jak më muszimë szlachòwac rapòrtë ò felach, të chcąc pòmóc mùsziszmiec kònto w systemie szlachòwaniô felów KDE. Jeżlë taczegò kònta jesz ni môsz, to mòżesz je ùsôdzëc tuwò info	Możemy skontaktować się z Tobą w przyszłości w celu poproszenia o dalsze informacje. Tak jak my musimy śledzić raporty o błędach, Ty musisz posiadać konto w systemie śledzenia błędów KDE. Jeśli takiego konta nie masz, możesz je stworzyć tutaj info
832	Jizabela	Izabela
833	przejadać	przejeść
834	bùrleskòwi	burleskowy
835	jajëszcze	jajo
836	ùtarknąc	zatrzymać się
837	prôcô diplomòwô	dyplomówka
838	orzechòwina	orzesznik
839	òstrów	wyspa
840	dopiekac sã	dopiekać się
841	Dzélama	Częściowa
842	Bartosz	Bartosz
843	pektina	pektyna
844	òbkòpac	obkopać
845	label textbox	Słowniczek projektu label textbox
846	czegò	czego
847	ławniczi	ławniczy
848	zmarachòwac sã	zmęczyć się
849	drëszny	przyjacielski
850	dołã	dołem
851	przëstawiac	przystawiać
852	przeegzaminowac	przeegzaminować
853	lopk	snopek
854	żniwa	żniwa
855	nënka	mama
856	Kraj dzél kraju ë jãzëk	Kraj region i język
857	zamalowac	zamalować
858	stolëm	olbrzym
859	całkować	integrować
860	albinizm	albinizm
861	kùrsomiérz	kursomierz
862	ùroczësti	uroczysty
863	aùsknecht	stróż
864	zarząd	zarząd
865	niepòderzlëwi	niepodejrzliwy
866	Instalëjë	Zainstaluj
867	pòpełnioné colemało przez karno lëdzy	afera
868	ksądz	kapelan
869	smôrszcz	ślimak
870	papiórówka	papierówka
871	Gòdë	Szczodre Gody
872	kawałkòwac	członkować
873	Ùzbecczi cërëlica	Uzbecki cyrlica
874	Serbskô	Serbia
875	nic nie robic	bumelować
876	magistracczi	magistracki
877	Nuszczin	Hanusiny
878	ùczëcél	nauczyciel
879	wëséłôcz	ekspedytor
880	przełamiac sã	przełamywać się
881	ùscelac	uścielać
882	cybùch	cybuch
883	Fònt, jaczi wëskrzëniwô tekst ò stałi szérzë niépropòrcjonalno.	Czcionka, którą wyświetlany jest tekst o stałej szerokości nie proporcjonalny.
884	Òkrãże pùltu szlachùjące za CDE	Środowisko pulpitu przypominające CDE
885	niewdzëcznica	niewdzięcznica
886	StpNasëcenié	StpNasycenie
887	zbawic	zbawić
888	blesnosc	szaleństwo
889	grafinô	grafini
890	"Amarok ni mógł nalezc wtëkaczów kòlekcëji. Mòże bëc, że Amarok òstôł zajinstalowónyz lëchim fiksã; proszã pòprawic swòją jinstalacëjã przez $cd path to amarok source code $su c ""make uninstall"" $cmake DCMAKE INSTALL PREFIX='kde config fix' su c ""make install"" $kbuildsycoca noincremental $amarok Wicy wëdowiédzë mòże nalezc w lopkù README. Abë zwëskac wicy pòmòcë przëłączë sã do naji na # amarok na irc. freenode. net."	"Amarok nie mógł znaleźć wtyczek kolekcji. Prawdopodobne jest, że Amarok został zainstalowany ze złym fiksem; proszę naprawić swoją instalację poprzez $cd sciezka do kodu zrodlowego amaroka $su c ""make uninstall"" $cmake DCMAKE INSTALL PREFIX='kde config fix' su c ""make install"" $kbuildsycoca noincremental $amarok Więcej informacji można znaleźć w pliku README. Aby uzyskać więcej pomocy dołącz do nas na # amarok na irc. freenode. net."
891	przegrzecha	ladaco
892	nanëk	napęd
893	wëpełnienié	pełność
894	Bùdacëjô rozrzeszólnëch grówNAME OF TRANSLATORS	Tylko gry mające rozwiązanieNAME OF TRANSLATORS
895	jachtowac	polować
896	PesCoptic	PesCoptic
897	Òtemkni menadżerã lopków	Otwórz menedżer plików
898	òdlecec	odlecieć
899	Emùlatora terminala	Emulator terminala
900	niezdrowi	niezdrowy
901	Instalownik	Instalator
902	òstróżnosc	ostrożność
903	Nie dodôwôj	Nie dodawaj
904	Zmiana miarë i òrientacëji	Zmiana rozmiaru i orientacji
905	jednak	jednakże
906	srożëc sã	nadymać się
907	dowléc	dowlec
908	żalac sã	rozżarzać się
909	spòlëzna	społeczeństwo
910	czôrno zemia	czarnoziem
911	Ni mòże wladowac lopkù aùdio	Nie można wczytać pliku dźwiękowego
912	przedôwôczka	ekspedientka
913	Zaòkrągloné nórtë	Zaokrąglone rogi
914	Wëbiérzë wëskrzëniwóny fònt	Wybierz wyświetlaną czcionkę
915	zgniłosc	powolność
916	wëbëc	wytrwać
917	przemawiac	przemawiać
918	demónstracjô	demonstracja
919	cãżkò	ciężko
920	biologiô	biologia
921	grającë akòrd z dołu do górë	arpeggio
922	Semanticznô systema pùltu Nepomùka nié mòże bëc zrëszonô	Nie można uruchomić Pulpitu semantycznego Nepomuka
923	trzëdzescë	trzydzieści
924	żartowac	żartować
925	Òdwòłôj òkno	Odwołaj okno
926	Felëje pòdzérk	Brak podglądu
927	spłóknąc	spłukać
928	bùrczec	burczeć
929	Przez telefón	Przez telefon
930	Miara	Obsługa suwaka
931	wic	wić
932	karwinowi	stadny
933	rebeliô	awantura
934	kùsëcél	kusiciel
935	załażac	załazić
936	Wëdowiédzô ò MPGeneric	Informacje o MPGeneric
937	piesniodzeja	poeta
938	zmùda	strata czasu
939	Lopk do edicëji	Plik do edycji
940	òdłãczëc sã	odłączyć się
941	dorechòwac sã	dorachować się
942	Ùsôdzë dërżéń sufiks z bùtna słowarza option check	Tworzenie pary rdzeń przyrostek spoza słownika option check
943	Wëdowiédzô ò systemie	Informacje o systemie
944	Afrika Porto Novo	Afryka Porto Novo
945	dezerter	dezerter
946	słabiec	słabnąć
947	Monospace Font name	Maszynowa Font name
948	mùrzac sã	dąsać się
949	drobnicówc	drobnicowiec
950	Kònfigùracëjô kòlekcëji	Konfiguracja powiadomień
951	ICU widzã ce Generic	Gnome WidzęCie ICU Generic
952	dërniôk	arogant
953	Kouji nabotCoptic	Kouji nabotCoptic
954	PGM	PGM
955	Skriptë CGI CGI KIO zezwôlô na môlowé zrëszanié môlowëch skriptów CGI bez mùszebnotë zrëszaniô serwerë WWW. W tim mòdule mòże skònfigùrowac stegnã szëkbë skriptów CGI. NAME OF TRANSLATORS	Skrypty CGI CGI KIO pozwala na lokalne uruchomienie lokalnych skryptów CGI bez konieczności uruchamiania serwera WWW. W module tym można skonfigurować ścieżkę poszukiwania skryptów CGI. NAME OF TRANSLATORS
956	przepãdzëc	przepędzić
957	ÙsôdzcaNAME OF TRANSLATORS	AutorNAME OF TRANSLATORS
958	Syméón	Symeon
959	wëżiwac sã	pastwić się
960	Prawama Sort	Wg uprawnień Sort
961	kómpònowanié	komponowanie
962	Wszëtczé albùmë	Wszystkie albumy
963	zamieszczé	do okręgu miejskiego należące
964	Pismiono Braille aKCharselect unicode block name	Pismo Braille aKCharselect unicode block name
965	nabiérnica	czerparka
966	Przerabianié bòdżi sztélów	Przetwarzam arkusz stylów
967	bôj	baja
968	menzura	menzura
969	ògrażac	przejmować gorączką i dreszczami
970	grozny	marsowaty
971	óminy	babciny
972	młoté zôrno	mielone ziarno
973	Fela òbczas czëtaniô z PTY	Błąd odczytu z PTY
