	pol_Latn	csb_Latn
2320	Nie można odmontować urządzenia. Jeden lub więcej plików z tego urządzenia jest otwartych w programach.	Nié mòże òdmòntowac ùrządzenia. Jeden abò wicy lopków na tim ùrządzeniô je òtemkłé w aplikacëji.
2321	Podświetlanie składni SQL	Pòdskrzënianié dlô SQL- a
2322	Symbole khmerskie	Symbòle Kmerów
2323	Poziome wyrównanie między wkładami	Hòrizontalné wërównianié midze zabérnikama
2324	Układ klawiatury	Ùstôw klawiaturë
2325	Lżejszy papier (16lb)	Lżiszi papiór (16lb)
2326	przynajmniej	przenômni
2327	Edytor może wyświetlać numery wierszy i/ lub zakładki, jeśli zostały wybrane opcje w karcie Domyślny Widok w okienku konfiguracyjnym.	Editora mòże wëskrzëniac numerë réżków ë/ abò załóżczi, jeżlë òstałë wëbróné optacëje w kôrce Domëslny Wëzdrzatk w kònfigùracëjnym òczenkù.
2328	Nazwa pliku:	Miono lopkù:
2329	W trybie motywu nie można osobno konfigurować tła.	Spòdlé nie mòże bëc òsóbno skònfigórowóné w tribie témë.
2330	Zła nazwa użytkownika lub hasło	Lëché miono brëkòwnika abò parolã
2331	Peso kubańskieName	Kùbańsczé PesoName
2332	Nie można otworzyć certyfikatu. Spróbować innego hasła?	Ni mòże òtemknąc certifikatu. Spróbòwac jinszi parolë?
2333	MandelbrotName	Dzélk LancelotaName
2334	Ćwiczenia z ułamkówName	Cwiczenczi z kawelkòwaniôName
2335	Katalog obrazu '% 1' nie istnieje. Czy chcesz go utworzyć?	To jesz nie dô kataloga òbrôzu '% 1'. Chcesz gò ùsôdzëc?
2336	Kodowanie & domyślne:	& Domëslné kòdowanié:
2337	Żądanie% 1	Żądanié% 1
2338	KDE Aktualizacja Konfiguracji	Aktualizacëjô KConf
2339	nieoczekiwany błąd SFTP:% 1	nieżdónô fela SFTP:% 1
2340	Naciśnij Ctrl i przewiń, aby zmienić kartę.	Wcësniãcé Ctrl ë skrolowanié téż zmieniwô kôrtë.
2341	& Informacje programisty@ info	& Wëdowiédzô dlô rozwijôrzów@ info
2342	Nie pobieraj	Nie ladëjë
2343	Usuń emotikonę	Rëmôj emòtikònã
2344	Polecana tapeta	Rekòmendowóny bez% 1
2345	Plik konfiguracyjny XML	Lopk kònfigùëacëji XML
2346	Głośność:% 1%	Głosnosc:% 1%% 2
2347	"Można tu wskazać, co zrobi menedżer plików - Konqueror, kiedy kliknie się na pliku tego typu. Konqueror może wyświetlić zawartość pliku w osadzonej przeglądarce (we własnym oknie) lub uruchomić odrębny program. Jeśli włączysz opcję ""Używaj ustawień dla grupy"" wtedy Konqueror będzie się zachowywał stosownie do ustawień dla grupy, do której należy bieżący typ pliku (np. grupy 'obrazek' dla plików typu image/ png). Dolphin zawsze pokazuje pliki w oddzielnej przeglądarce."	"Tuwò mòże wskôzac, co zrobi menadżera lopków - Konqueror, jak klëknie sã na lopk tegò ôrtu. Konqueror mòże wëskrzënic zamkłosc lopka w òbsadzonym przezérnikù (w swòjim òknie) abò zrëszëc apartną programã. Eżlë zrëszisz òptacëjã ""Brëkùjë nastôwów dlô karna"" to Konqueror bãdze sã trzëmôł stosowno do nastôwów dlô karna, do jaczégò przënôlégô biéżny ôrt lopka (np. do karna 'òbrôzk' dlô lopków ôrtu image/ png). Dolphin wëskrzëniô lopczi wiedno w aprtnym òknie."
2348	Zapisz jako	Zapiszë jaknò
2349	Wtyczka stylu Web	Wtëkôcz sécowégò sztélu
2350	Pierwszy autor	Òridżinalny ùsôdzca
2351	Błąd obliczania różnic	Fela òbrechòwaniô nierównoscë
2352	Liczba, cyfra dziesiętna	Wielëna, dzesãtnô cyfra
2353	Australia/ Victoria	Aùstralëjô/ Eucla
2354	Programy terminalaName	Programë terminalaName
2355	Zatrzymaj mediaQShortcut	Stop mediaQShortcut
2356	Gulden Antyli HolenderskichName	Gùlider z Hòlandzczich AntilówName
2357	Wyłączyć pokazywanie Wprowadzenia w profilu Przeglądarki WWW?	Wëłączëc wëskrzeniwanié wprowadzeniô w profilu przezérnika WWW?
2358	Naciśnij Start, by rozpocząć	Wcësnij Start bë nacząc
2359	Nie znaleziono klipu wideo...	Ni ma nalazłi telediskù...
2360	Automatyczne wybieranie	Aùtomatny wëbiérk
2361	Standardowy port modemu	Sztandardowi pòrt mòdema
2362	odbita poziomo i pionowo	òdbitô hòrizontalno ë wertikalno
2363	Nowe oknoName	Nowé òknoName
2364	pusty	< p\ �\ �sti >
2365	& Komentarz:	& Dopòwiesc:
2366	Nie można uruchomić Centrum pomocy:% 1	Ni mòże zrëszëc Centróm pòmòcë KDE:% 1
2367	OTWARTE POŁĄCZENIA	ÒTEMKŁÉ PÒŁĄCZENIA
2368	wyłączony	wëłączoné
2369	Obrazek tła elementów interfejsu	Spódkòwi òbrôzk dlô panelów
2370	& Uruchom menedżer kart, jeśli włożono niewykorzystywaną kartę	& Aùtomatno zrëszë menadżera kôrtów, jeżlë włożonô je niewspierónô kôrta
2371	Możliwe przyczyny:	Mòżlëwé przëczënë:
2372	Sposób wyświetlania wartości liczbowych.	Ôrt wëskrzëniwaniô lëczbòwëch wôrtnotów.
2373	Rolka papieru 89 mm	Rolka papióru 89 mm
2374	Obliczanie nie powiodło się	Rechòwanié nie darzëło sã
2375	Tworzenie spisu treści	Robienie spisu zamkłoscë
2376	Nagrywarka audioName	Nagrëwôrz audioName
2377	Asystent QtGenericName	Qt AssistantGenericName
2378	Nie znaleziono '% 1', proszę zainstalować odpowiedni pakiet	'% 1' nié òstôł nalazłi, winstalëjë paczét gò w se zamëkający
2379	schemat zasilania	schéma energiji
2380	Możesz go znaleźć w swojej dystrybucji lub pobrać ze strony http: // www. vcdimager. org	Mòżesz to nalezc w swòji distribùcëji abò zladowac ze starnë http: // www. vcdimager. org
2381	Tempo	Czãstotlëwòsc
2382	Zmień nazwę...	Zmienianié miona...
2383	Edycja informacji CDDB o albumie.	Edicëjô wëdowiedzë CDDB ò albùmie
2384	Dysk twardy drukarki - opcje	Cwiôrdi disk drëkôrza - dodówny
2385	Obciążenie średnie (5 min)	Strzédné òbladowanié (5 min)
2386	Dzamo hangyl	Hangeul Jamo
2387	Ta usługa umożliwia konfigurację trybów widoku Dolphina. Name	Na ùsłëżnota pòzwôlô na kònfigùracëjã ôrtów wëzdrzatkù Dolphina. Name
2388	Większy lub równy@ label	Wikszé jakno abò równé@ label
2389	Następne zadanie nie wymaga tuszu specjalnego	Pòstãpnô robòta nie wëmôgô specjalny tińtë
2390	Przeglądarka zadań wydruku	Przezérnik robòtów wëdrëkù
2391	Zmienne lokalne	Môlowé zmienne
2392	Funt syryjskiName	Syrijsczi FùntName
2393	Pokaż karty po prawej	Pòkażë kôrtë z prawa
2394	Średnie kreskidash-preset	dash-preset
2395	Czekaj na żądanie pokazania okna przed wykonaniem polecenia	Żdôj na żądanié pòkazania òkna przed zrëszenim pòlétu
2396	Protokół SMTP:: smtp_ open nie powiódł się (% 1)	Protokół SMTP:: smtp_ open nie darzëł sã (% 1)
2397	Moduł kodujący pliki < name > Name	Mòdul kòdërëjący lopczi < name > Name
2398	Sygnał dźwiękowyComment	BeepComment
2399	8 schowkowa skrzynka pocztowa (tryb skrzynki pocztowej)	8 tacnikòwô pòcztowô kastka (trib pòcztowi kastczi)
2400	Zmiana wybranego menedżera okien	Zmiana wëbrónegò menadżera òczén
2401	"Ten plik ""działań"" został już zaimportowany wcześniej. Na pewno zaimportować go ponownie?"	"Nen lopk ""dzejaniów"" òstôł ju chùtczi zaimpòrtowóny. Na gwës zaimpòrtowac gògò znowa?"
2402	Niedostępna	Wëłączoné
2403	Wybierz typ:	Wëbierzë ôrt:
2404	Liczba poprzednich utworów pozostawianych w liście odtwarzania.	Wpiszë òddzéloné spacëjama kriteria przeszëkiwaniô lëstë graniô
2405	& Ponów:% 1	& Znowa:% 1
2406	Pobierz nowe:% 1	Zladëjë nowé% 1
2407	Inna grupa	Jine grëpòwé kastczi
2408	Otwórz nową kartę	Òtemkni nową kôrtã
2409	Wybrzeże Kości SłoniowejName	Ùbrzég Słoniowegò GnôtaName
2410	A6 (Karta pocztowa)	A6 (Pòcztowô karta)
2411	Odśwież bieżący dokument Może to być potrzebne do uwzględnienia zmian, np. jeśli strona została zmodyfikowana po jej wyświetleniu. Wszystkie obrazki na stronie zostaną wczytane ponownie, nawet jeśli istnieją ich kopie w buforze.	Zladëjë dokùment znowa To mòże bëc przëdatné do ùznaniô zmianów, np. jeżlë starna bëła zmòdifikòwónô pò ji wëskrzënieniu. Wszëtczé òbrôżczi ze starnë bãdą zladowóné znowa, chòba że jich kòpije ju są w pòdrãczny pamiãcë
2412	Silnik danych PIM AkonadiName	Czérownik pòdôwków Akonadi PIMName
2413	Okno ostrzeżenia z klawiszami Dalej/ Anuluj	Òkno òstrzédżi z knąpama Dali/ Òprzestóń
2414	Plik prekonfiguracyjny	Prekònfigùracëjowi lopk
2415	Nietrwałe	Niétrwałé
2416	Moduł danych informacji o usługachName	Mòtór serwisu wëdowiedzë ò pòdôwkachName
2417	Sterowanie bieżącym programemComment	Wicy programówGenericName
2418	Informacja o wybranym oknie	Wëdowiédzô ò wëbrónym òknie
2419	& Otwórz w tym oknie	Òtemkni w & tim òknie
2420	Runiczny	Ogham
2421	Symbol, waluta	Symbòl, waluta
2422	Przede wszystkim pełne kolory lub gładkie gradienty (kolor lub skala szarości)	W przédnym dzélu fùl farwë abò głôdczé gradientë (farwa abò skala szaroscë)
2423	Zawartość	Zamkłosc
2424	Square (eksperymentalne, niezalecane)	Square (eksperimentalne, nie je zalécóné)
2425	Kolor nieaktywnych elementówno inactive color effect	Ôrt efektu nieaktiwny intensywnotë
2426	(wyciszony)	(wëcëszony)
2427	Zaznacz wszystko	Zaznaczë wszëtkòQXml
2428	"Nazwy ""Programu Użytkownika"" Name"	"Miona ""Programë Brëkòwnika"" Name"
2429	Konfiguracja systemu	Kònfigùrëje swòją systemã
2430	Wydruk próbny w odcieniach szarości	Próbny wëdrëk w cenioscach szaroscë
2431	Kolor, jakość robocza, oszczedzanie tuszu, szybkie rozpraszanie, brak korekcji kolorów	Farwa, robòcy kwalitet, òbszczãdzanié tintë, chùtczé roznëkòwanié, felënk kòrekcëji farwów
2432	Nie	Niézrëszony
2433	Główny pasek narzędziowy@ title: menu	Przédnô listew nôrzãdzów@ title: menu
2434	Żeby zmiany zostały zastosowane, należy ponownie uruchomić okno dialogowe	Bë wprowadzëc zjinaczi, nót je zrëszëc dialogòwé òkna znowa
2435	Litera, modyfikator	Lëtera, zmienioné
2436	Ogranicza autoryzację tak, że jest ona stosowana tylko w niektórych przypadkach.	Ògreńczenia limitëją ùdowiérzenié tak, że wëstãpiwô òno pòd gwësnëma założeniama.
2437	Nie można utworzyć miniaturki dla% 1	Ni mòże ùsôdzëc miniaturczi dlô% 1
2438	Zmiany i rozbudowa	Przepisanié programë ë dodôwczi
2439	# Jeśli możliwe, odmontuj urządzenie odpowiadające 'udi'.	# Jeżlë przëstãpné, òdmòntujë ùrządzenié sparłączoné z 'udi'.
2440	Bez półtonów	Felënk półtonów
2441	Wiersz:% 1 Kol:% 2	Réżka:% 1 Kòl:% 2
2442	Format czasu:	Fòrmat czasu:
2443	Uaktywnij następny podzielony widok.	Aktiwùjë nôslédny pòdwëzdrzatk.
2444	Tekst nieaktywny	Niekatiwny tekst
2445	Bardzo niski priorytetProcess Niceness	Baro nisczi pioritetProcess Niceness
2446	Nieobsługiwana polityka cpufreq:% 1	Niewspierónô pòlitika cpufreq:% 1
2447	Użyj wbudowanego brzęczyka	Ùżëjë wbùdowónégò głosnika
2448	"Proszę podać nazwę zmiennej środowiskowej (np. NO_ PROXY) używanej do przechowania adresów serwerów, dla których nie należy używać serwera pośredniczącego. Można też kliknąć na przycisk ""Autodetekcja,"" by automatycznie wykryć tę zmienną."	"Proszã wpisac miono zmienny òkrãżô (np. NO_ PROXY) brëkòwóny do trzëmaniô adresów serwerów, dlô jaczich nie je nót ùżëwac pòstrzédniczącegò serwera. Mòże téż klëknąc na knąpã ""Aùtomatné rozpòznanié,"" bë aùtomatno wëkrëc tã zmienna."
2449	Liczba przebiegów na linię	Lëczba òdbëców na linijã
2450	BuforComment	CacheComment
2451	& Odśwież kartę	& Zladëjë kôrtã znowa
2452	Wersja KDE 3 i rozbudowa	Przepisanié na KDE 3 ë dodôwczi
2453	"Dostępne są dwa różne bufory: Schowek zapełniany przez zaznaczenie tekstu i wciśnięcie Ctrl+C lub ""Kopiuj"" w menu albo na pasku narzędzi Zaznaczenie, dostępne natychmiast po zaznaczeniu tekstu. Jedyną metodą wstawienia tekstu z zaznaczenia jest wciśnięcie środkowego klawisza myszy. Możliwe jest skonfigurowanie wzajemnej zależności obu buforów."	"Przistãpne są dwa różne bùforë: Tacnik, zafùlowóny przez zaznaczenié tekstu ë wcëscniãcé Ctrl+C abò ""Kòpiëjë"" w menu abò na lëstwie nôrzãdzów Zaznaczenié, przistãpne zarôzkù pò zanzaczenim tekstu. Jedinym ôrtã wlemieniô tekstu z zaznaczeniô je wcësniãcé strzédny knąpë mëszë. Mòżlëwé je skònfigùrowanié wzôjny zanôleżnotë òbùch bùforów."
2454	Pulpit	Katalog pùltu
2455	Data i czas Moduł pozwala na ustawienie daty i czasu w systemie. Ponieważ zmiany odnoszą się do całego systemu, może ich dokonać tylko administrator. Jeżeli nie znasz hasła, a uważasz, że czas jest nieprawidłowo ustawiony, skontaktuj się z administratorem systemu.	Datum a czas Nen mòduł kòntrolë mòże bëc ùżëti do mastawianiô systemòwégò datumù ë czasu. Ne zmianë mają cësk na całowną systemã, nié le blós na Twòjé kònto brëkòwnika, dlôte zmianë ne mòga bëc zrobioné blós w Centrum Kòntrolë zrëszonym w tribie sprôwnika. Jeżlë nié môsz parolë sprôwnika, ale wedle ce systemòwi czas nót je zmienic, téj sparłãczë sã ze sprôwnikã systemë.
2456	Strony uruchamialne	Starnë zrëszowólnëch lopków
2457	Adres:	Lokalizacëjô:
2458	Zachowanie przy wyczerpującym sie tonerze	Zachòwanié przë niesëgającym tonerze
2459	Wyczyść bufor obrazków	Wëczëszczë pòdrãczną pamiãc piksmapë
2460	Cosecans hiperboliczny	Hiperbòlikòwi kòsekans
2461	Pytaj przy każdej próbie otwarcia wyskakującego okienka.	Pëtôj przë kòżdi próbie òtemkniãcô wëskakùjącégò òkna.
2462	Pokaż & ikony programów	Pòkôżë & ikònë programów
2463	Określa, czy KDE ma obsługiwać SOCKS 4 i 5	Òznôczô, czë KDE mô dôwac wspiarce dlô SOCKS 4 ë 5
2464	Ręczny podajnik	Rãczny pòdajnik
2465	Prywatne przechowywane zadanie	Priwatno trzëmónô robòta
2466	Zbuforowane informacje (np. ikony, strony WWW)	Zbùfòrowónô wëdowiédzô (np. ikònë, starnë WWW)
2467	Czcionki Konquerora Tu można wybrać czcionki, używane przez Konquerora do wyświetlania stron WWW.	Fòntë Konquerora Tuwò mòże wëbrac fòntë, brëkòwóné przez Konquerora do wëskrzënianiô starnów WWW.
2468	Automatyczny wybór pociętych arkuszy	Aùtomatny wëbiérk pòtniãtëch bògów
2469	& Wyczyść bufor	& Wëczësczë pòdrãczną pamiãc
2470	Zapisz jako zestaw domyślny	Zapiszë jakno domëszlna schemã
2471	"Dodać zakładkę do ""% 1"" do Twoich zakładek?"	"Dodac załóżkã do ""% 1"" do twòjich załóżków?"
2472	& Opcje > >	QShortcut
2473	Tu możesz wybrać używaną czcionkę.	Tuwò mòżesz wëbrac brëkòwóny fònt.
2474	Nauczyciel bezwzrokowego pisaniaName	Nôùczëcel bezwidzawnégò pisaniôName
2475	"Kliknij kartę ""Pomoc"" po lewej, żeby uzyskać pomoc na temat aktualnego modułu. Użyj pola ""Znajdź,"" żeby znaleźć daną opcję konfiguracji."	"Klëkni na kôrtã ""Pòmòc"" z lewa, bë òbaczëc pòmòc dlô mòdulu aktiwné kòntrolë. Brëkùjë kôrtë ""Szëkba"" czej të nie jes gwësny dze szëkac òsoblëwi òptacëji kònfigùracëji."
2476	ale wzorzec nie określa takich napisów.	leno mùster nie taksëjë taczich nôdpisów.
2477	Złożony z 6 kolorów, wyższej jakości	Zesadzony z 6 farwów, wëższégò kwaliteta
2478	"Czy naprawdę chcesz włączyć ""% 1"" i ""% 2""?"	"Na gwës włączëc ""% 1"" ë ""% 2""?"
2479	Zamień adres	Zastãpi lokacëjã
2480	W podkatalogufile size column	W pòdkatalogufile size column
2481	Zadanie anulowaneByes per second	Robòta òprzestónô przez brëkòwnika. Byes per second
2482	Zmień działanie...	Editëjë dzejanié...
2483	Monochromatyczny	Mònochromatikòwi
2484	Plik (lub lista plików), na których są przeprowadzane działania.	Lopk (abò lëczba lopków) do òperowaniô.
2485	Nierozpoznany protokół szyfrowania WPA '% 1'	Nierozpòznóny protokół enkripcëji WPA '% 1'
2486	Znajdź typ pliku	Szëkôj za ôrtã lopka
2487	Wyświetlanie paska kart:	Wëskrzënianié listwë kôrtów:
2488	& Przeglądaj...	& Przezérôj...
2489	"Tutaj możesz ustawić liczbę miejsc po przecinku używaną do wyświetlania kwot. Uwaga: Liczba miejsc po przecinku dla liczb jest ustawiana osobno na karcie ""Liczby."""	"Tuwò mòżesz ùstôwic dzesątkòwi dzelôcz brëkòwóny do wëskrzëniwaniô sëmów dëtków (zwëkòwò je to kòma abò pùnkt). Bôczënk: Dzesątkòwi dzelôcz dlô lëczbów je ùstôwióny na kôrce ""Lëczbë."""
2490	Dalej: podpowiedzi	Dali: Pòdpòwiescë ë sztëczki
2491	Wydrukuj próbki czcionek	Drëkùjë próbczi fòntów
2492	Pogrubienie	& Pògrëbiony
2493	"Włączyć następujący kanał oprogramowania: ""%s""?"	"Włączëc nôslédny kanał softwôrë: ""%s""?"
2494	Pasek narzędzi	Lestew nôrzãdzów
2495	Pliki/ URL- e otworzone przez program będą skasowane po użyciu	Lopczi/ URL- e òtemkniãté przez programã bãdą rëmóné pò brëkòwaniu
2496	Wystąpił błąd wewnętrzny. Proszę powtórzyć próbę.	Wëstãpiła bënowô fela. Proszã pòwtórzëc probã.
2497	Automatyczne wylogowanie	Aùtomatné wëlogòwanié
2498	usługa% 1 dla% 2 źródło% 3	% 1 òsłëżnota dlô% 2 Zdoju pòdôwków% 3
2499	& Prawy przycisk myszy cofa do poprzedniej strony	& Prawô knąpa mëszë copô w historëji
2500	Opcje pobierania	Òptacëjë zladënkù
2501	Klawisz modyfikujący został zablokowanyComment	Klawisza zjinaczi òsta zablokòwónôComment
2502	Zszywacz odwrócony (maksymalnie 50)	Zszëwôcz òdwrócony (maksymalno 50)
2503	Zadanie	Dzejanié
2504	[przedrostek]	[prefiks]
2505	Uruchom (8) QShortcut	Zrëszë (8) QShortcut
2506	Usuń oknoName	Rëmôj òknoName
2507	Sortownica SO- 6	Zortownica SO- 6
2508	Określa, czy pomocniczy pasek z ikonami po lewej stronie okna wyboru pliku ma być widoczny	Òznôczô, czë mô bëc widzec pòmòcną listew z ikònama z prawi starnë òkna.
2509	Wybierz miesiąc	Wëbierzë miesąc
2510	Usuwa stare wpisy z bufora HTTPName	Rëmô stôré wpisënczi z cache HTTPName
2511	Motyw pulpitu	Téma pùltu
2512	Tryb języka PCL3GUI	Trib jãzëka PCL3GUI
2513	Bardzo prosty plik nagłówkowy C++ (LGPL) @ item: inmenu	@ item: inmenu
2514	(6) GryName	(6) GrëName
2515	12 MB lub więcej	12 MB abò wicy
2516	Plik dziennika Samby:	Lopk dniewnika Sambë:
2517	ostatni miesiąc	w ùszłim miesącu
2518	Pokazuj informację o postępie (nawet jeśli włączony jest tryb cichy)	Pòkazëjë wëdowiédzã ò pòkrokù (nawetka przë włączonym cëchim tribie)
2519	Kolor przetwarzania (CMYK)	Farwa przerabiania (CMYK)
2520	W module tym można skonfigurować komponenty KDE. Komponenty to programy wykonujące podstawowe zadania, takie jak emulacja terminala, edytor tekstu czy klient poczty. Różne programy KDE wymagają czasem uruchomienia terminala, wysłania listu lub edycji jakiegoś tekstu. Żeby ułatwić pracę, programy te mogą zawsze korzystać z takich samych komponentów - komponenty te można wybrać tutaj.	W tim mòdule mòże skònfigùrowac kòmpònentë KDE. Kòmpònentë to programë wëkònëwôjącé spòdlowé dzéjania, taczé jakno emùlacëjô terminala, editora tekstu czë klienta pòcztë. Wszelejaczé programë KDE chtërné wëmôgają tej sej zrëszeniô terminala, sélania lëstu abò edicëji tekstu. Abë zletczic robòtã, ne programë mògą wiedno ùżëwac równych kòmpònentów - ne kòmpònentë mòże wëbrac tuwò.
